,block,general,primary cycle codes
806,Box_freq,less complcsted,make easier to understand
807,Box_freq,,no comment
808,Box_freq,,no comment
809,Box_freq,None,no comment
810,Box_freq,,no comment
811,Box_freq,,no comment
812,Box_freq,,no comment
813,Box_freq,Interesting but difficult to understand the graphing,make easier to understand
814,Box_freq,,no comment
815,Box_freq,,no comment
816,Box_freq,"I think the graphs could be understood by someone with a background in statistics, and they were obviously made by an expert. The graphs do contain great information, but I think they should be simplified because I did have a bit of trouble understanding certain aspects of the graph, especially when tasked with using the information to determine answers to hypothetical flooding/financial dilemmas. ",make simpler
817,Box_freq,,no comment
818,Box_freq,,no comment
819,Box_freq,,no comment
820,Box_freq,None,no comment
821,Box_freq,Make peint bigger ,larger font
822,Box_freq,,no comment
823,Box_freq,,no comment
824,Box_freq,More descriptions,add explanation
825,Box_freq,,no comment
826,Box_freq,It was hard to read.,make easier to read
827,Box_freq,,no comment
828,Box_freq,,no comment
829,Box_freq,,no comment
830,Box_freq,,no comment
831,Box_freq,,no comment
832,Box_freq,,no comment
833,Box_freq,TOO DIFFICULT TO INTERPRET,make easier to understand
834,Box_freq,,no comment
835,Box_freq,,no comment
836,Box_freq,,no comment
837,Box_freq,,no comment
838,Box_freq,,no comment
839,Box_freq,Makes one think. Found it interesting,thought provoking
840,Box_freq,,no comment
841,Box_freq,,no comment
842,Box_freq,,no comment
843,Box_freq,,no comment
844,Box_freq,,no comment
845,Box_freq,,no comment
846,Box_freq,,no comment
847,Box_freq,,no comment
848,Box_freq,,no comment
849,Box_freq,,no comment
850,Box_freq,,no comment
851,Box_freq,,no comment
852,Box_freq,,no comment
853,Box_freq,,no comment
854,Box_freq,,no comment
855,Box_freq,,no comment
856,Box_freq,,no comment
857,Box_freq,,no comment
858,Box_freq,,no comment
859,Box_freq,None,no comment
860,Box_freq,,no comment
861,Box_freq,,no comment
862,Box_freq,,no comment
863,Box_freq,,no comment
864,Box_freq,,no comment
865,Box_freq,,no comment
866,Box_freq,No,no comment
867,Box_freq,,no comment
868,Box_freq,,no comment
869,Box_freq,,no comment
870,Box_freq,,no comment
871,Box_freq,,no comment
872,Box_freq,Use a ruler lol,add grid
873,Box_freq,The graph was done perfectly ,good as is
874,Box_freq,,no comment
875,Box_freq,,no comment
876,Box_freq,,no comment
877,Box_freq,all good,good as is
878,Box_freq,Graphs are too small to be well perused,make larger
879,Box_freq,The attempted representation of correlatio between rainfall events and carbon emissions is confusing.,confusing
880,Box_freq,,no comment
881,Box_freq,,no comment
882,Box_freq,None thanks ,no comment
883,Box_freq,,no comment
884,Box_freq,,no comment
885,Box_freq,,no comment
886,Box_freq,,no comment
887,Box_freq,,no comment
888,Box_freq,,no comment
889,Box_freq,Did not provide specifics to reference the data ,methods/ data sources wanted
890,Box_freq,,no comment
891,Box_freq,Make them bigger ,make larger
892,Box_freq,n/A,no comment
893,Box_freq,,no comment
894,Box_freq,These surveys don't lend themselves to thoughtful consideration of complex matters. I would be interested to now if my answers were correct (where possible).,want to know score
895,Box_freq,,no comment
896,Box_freq,Inferring actual probabilities from the bar charts is very hazardous because the graphics are themselves crudely drawn and probably will frustrate even the most climate change-believing respondents ,don't infer probabilities from bar graphs
897,Box_freq,,no comment
898,Box_freq,,no comment
899,Box_freq,No comment,no comment
900,Box_freq,,no comment
901,Box_freq,,no comment
902,Box_freq,,no comment
903,Box_freq,,no comment
904,Box_freq,,no comment
905,Box_freq,,no comment
906,Box_freq,Make them easier to read,make easier to read
907,Box_freq,,no comment
908,Box_freq,,no comment
909,Box_freq,,no comment
910,Box_freq,graphs contained a lot of information and historical research,graphs contained a lot of information
911,Box_freq,,no comment
912,Box_freq,,no comment
913,Box_freq,,no comment
914,Box_freq,,no comment
915,Box_freq,,no comment
916,Box_freq,,no comment
917,Box_freq,Simplify them maybe split the graph into two graphs instead of one ,make simpler
918,Box_freq,,no comment
919,Box_freq,,no comment
920,Box_freq,,no comment
921,Box_freq,,no comment
922,Box_freq,,no comment
923,Box_freq,,no comment
924,Box_freq,It very well presented and I learnt a lot from it. ,I learned something
925,Box_freq,,no comment
926,Box_freq,,no comment
927,Box_freq,Simplify it ,make simpler
928,Box_freq,I love the graphs makes it easy to read,good as is
929,Box_freq,,no comment
930,Box_freq,Make better graphs ,improvement needed
931,Box_freq,Add a little bit more detail I have the beginning because I was confused at the start,improve explanations
932,Box_freq,simpler,make simpler
933,Box_freq,Why would anyone stay/own a house next to a river on a Seasonal floodplain ,why would someone live in a floodplain?
934,Box_freq,,no comment
935,Box_freq,I do not know how to figure these graphs out.,make easier to understand
936,Box_freq,,no comment
937,Box_freq,It was great ,good as is
938,Box_freq,,no comment
939,Box_freq,,no comment
940,Box_freq,,no comment
941,Box_freq,,no comment
942,Box_freq,,no comment
943,Box_freq,,no comment
944,Box_freq,simplify it ,make simpler
945,Box_freq,"I would have used side bar graphs, showing the differences in rainfall amounts. A color for each and a third color for emissions.",use different graph type
946,Box_freq,,no comment
947,Box_freq,,no comment
948,Box_freq,THis was a great and informative thank you,informative
949,Box_freq,.,no comment
950,Box_freq,great survey,good survey
951,Box_freq,,no comment
952,Box_freq,,no comment
953,Box_freq,,no comment
954,Box_freq,,no comment
955,Box_freq,,no comment
956,Box_freq,,no comment
957,Box_freq,,no comment
958,Box_freq,Very thoughtful engaging survey,thought provoking
959,Box_freq,,no comment
960,Box_freq,,no comment
961,Box_freq,Thx ,thank you
962,Box_freq,,no comment
963,Box_freq,,no comment
964,Box_freq,,no comment
965,Box_freq,,no comment
966,Box_freq,,no comment
967,Box_freq,,no comment
968,Box_freq,,no comment
969,Box_freq,None at this time. ,no comment
970,Box_freq,None,no comment
971,Box_freq,none,no comment
972,Box_freq,No,no comment
973,Box_freq,,no comment
974,Box_freq,,no comment
975,Box_freq,,no comment
976,Box_freq,,no comment
977,Box_freq,make them simpler,make simpler
978,Box_freq,,no comment
979,Box_freq,,no comment
980,Box_freq,,no comment
981,Box_freq,,no comment
982,Box_freq,,no comment
983,Box_freq,,no comment
984,Box_freq,,no comment
985,Box_freq,,no comment
986,Box_freq,,no comment
987,Box_freq,,no comment
988,Box_int,,no comment
989,Box_int,,no comment
990,Box_int,,no comment
991,Box_int,,no comment
992,Box_int,Make the graphics larger,make larger
993,Box_int,Male them zoomable for phones,make zoomable
994,Box_int,"it was a little confusing, but I think I understood it better as time went along.",make easier to understand
995,Box_int,There's nothing that needs to be improved ,good as is
996,Box_int,The graphs were great.  I just have a hard time dealing with graphs.,make easier to understand
997,Box_int,None ,no comment
998,Box_int,The graphs were very good ,good as is
999,Box_int,"the graphs need to have more range to show the differences, you have them squashed down way too much",scale inconsistency
1000,Box_int,,no comment
1001,Box_int,Amazing ,good as is
1002,Box_int,,no comment
1003,Box_int,,no comment
1004,Box_int,,no comment
1005,Box_int,,no comment
1006,Box_int,,no comment
1007,Box_int,,no comment
1008,Box_int,,no comment
1009,Box_int,Would like the ability to enlarge graphs,make zoomable
1010,Box_int,No,no comment
1011,Box_int,,no comment
1012,Box_int,,no comment
1013,Box_int,,no comment
1014,Box_int,,no comment
1015,Box_int,,no comment
1016,Box_int,,no comment
1017,Box_int,,no comment
1018,Box_int,Nice survey…,good survey
1019,Box_int,,no comment
1020,Box_int,,no comment
1021,Box_int,CLIMATE CHANGE IS A LONG PROCESS AND VERY COMPLICATED HUMAN INTERFACE IS A SMALL FACTOR ASWELL,global warming is a hoax
1022,Box_int,No thanks ,no comment
1023,Box_int,,no comment
1024,Box_int,,no comment
1025,Box_int,,no comment
1026,Box_int,WOW !,good survey
1027,Box_int,Was entertaining,good survey
1028,Box_int,,no comment
1029,Box_int,,no comment
1030,Box_int,less info per graph,make simpler
1031,Box_int,,no comment
1032,Box_int,,no comment
1033,Box_int,I liked the graphics.,good as is
1034,Box_int,"I was confused, I tried to understand the graphs but my head was spinning",make easier to understand
1035,Box_int,,no comment
1036,Box_int,,no comment
1037,Box_int,,no comment
1038,Box_int,,no comment
1039,Box_int,,no comment
1040,Box_int,Stop with the dumb climate change nonsense ,global warming is a hoax
1041,Box_int,,no comment
1042,Box_int,,no comment
1043,Box_int,I don't really have any additional comments,no comment
1044,Box_int,,no comment
1045,Box_int,,no comment
1046,Box_int,Fun,good survey
1047,Box_int,None,no comment
1048,Box_int,,no comment
1049,Box_int,,no comment
1050,Box_int,,no comment
1051,Box_int,,no comment
1052,Box_int,,no comment
1053,Box_int,,no comment
1054,Box_int,,no comment
1055,Box_int,,no comment
1056,Box_int,thoughtful survey ,thought provoking
1057,Box_int,,no comment
1058,Box_int,very interesting,good survey
1059,Box_int,,no comment
1060,Box_int,,no comment
1061,Box_int,,no comment
1062,Box_int,You lost me about 1/2 through ,confusing
1063,Box_int,None ,no comment
1064,Box_int,Need more training ,improve explanations
1065,Box_int,the cost of flood insurance in scenario is vastly underpriced ,flood insurance should cost more
1066,Box_int,,no comment
1067,Box_int,,no comment
1068,Box_int,,no comment
1069,Box_int,,no comment
1070,Box_int,,no comment
1071,Box_int,,no comment
1072,Box_int,,no comment
1073,Box_int,,no comment
1074,Box_int,Make them a little larger as they are hard to read due to size,make larger
1075,Box_int,,no comment
1076,Box_int,,no comment
1077,Box_int,,no comment
1078,Box_int,,no comment
1079,Box_int,I thought everything looked good and was very useful,good as is
1080,Box_int,,no comment
1081,Box_int,,no comment
1082,Box_int,It was hard to read without my glasses.,make larger
1083,Box_int,"The Graphs are extremely hard to read it was like looking at french being expected to read french and I don't know french so the graphs need to be tweaked a bit so it can be readable/usable I am not a very smart person so this was a bit to take on I know I failed most of this survey and that is ok however, I feel that if it was tweaked a bit it would be easy for a 3rd grader to read it so honestly it would be nice if y'all changed it and then give me a chance to retake this survey people are strong in some areas and weak in others so with this graph reading that is my weakness so I hope you understand that some can do this survey with flying colors and others like me not at all lol have a good day.",make easier to read
1084,Box_int,,no comment
1085,Box_int,Excellent work ,good as is
1086,Box_int,It very good ,good as is
1087,Box_int,,no comment
1088,Box_int,No thank you ,no comment
1089,Box_int,,no comment
1090,Box_int,,no comment
1091,Box_int,,no comment
1092,Box_int,I enjoyed the survey!,good survey
1093,Box_int,overly complex,make simpler
1094,Box_int,,no comment
1095,Box_int,,no comment
1096,Box_int,,no comment
1097,Box_int,,no comment
1098,Box_int,,no comment
1099,Box_int,I would be curious to know how I did answering the graph questions ,want to know score
1100,Box_int,None,no comment
1101,Box_int,Good as is,good as is
1102,Box_int,,no comment
1103,Box_int,,no comment
1104,Box_int,,no comment
1105,Box_int,More description ,add explanation
1106,Box_int,Too much information for one graph representation ,make simpler
1107,Box_int,,no comment
1108,Box_int,,no comment
1109,Box_int,,no comment
1110,Box_int,,no comment
1111,Box_int,,no comment
1112,Box_int,,no comment
1113,Box_int,,no comment
1114,Box_int,,no comment
1115,Box_int,,no comment
1116,Box_int,No other comments,no comment
1117,Box_int,,no comment
1118,Box_int,Learned a lot about this survey topic thank you ,I learned something
1119,Box_int,,no comment
1120,Box_int,,no comment
1121,Box_int,This survey was quite interesting ,good survey
1122,Box_int,Throw them away! ,I don't like the graphs
1123,Box_int,I have no opinion about this graph because personally I think it is correct according to previous year.,good as is
1124,Box_int,,no comment
1125,Box_int,,no comment
1126,Box_int,,no comment
1127,Box_int,More details about keynotes,improve explanations
1128,Box_int,,no comment
1129,Box_int,Wonderful,good as is
1130,Box_int,"I was confused, even as someone who took the course AP statistics.",confusing
1131,Box_int,,no comment
1132,Box_int,,no comment
1133,Box_int,Legend needs to be easier for others to understand without having to look up terminology ,define terminology
1134,Box_int,,no comment
1135,Box_int,,no comment
1136,Box_int,Better word choice to understand ,define terminology
1137,Box_int,,no comment
1138,Box_int,,no comment
1139,Box_int,The survey was amazing and informative I like it very much ,informative
1140,Box_int,None,no comment
1141,Box_int,,no comment
1142,Box_int,,no comment
1143,Box_int,well it was fine nothing much to improve,good as is
1144,Box_int,The survey was amazing fantastic and informative ,informative
1145,Box_int,,no comment
1146,Box_int,,no comment
1147,Box_int,,no comment
1148,Box_int,It would be nicer to have a different kind of graph,use different graph type
1149,Box_int,,no comment
1150,Box_int,,no comment
1151,Box_int,,no comment
1152,Box_int,,no comment
1153,Box_int,,no comment
1154,Box_int,,no comment
1155,Box_int,,no comment
1156,Box_int,,no comment
1157,Box_int,,no comment
1158,Box_int,To be more comfortable ,make easier to understand
1159,Box_int,,no comment
1160,Box_int,,no comment
1161,Box_int,Explain it better and show a better graph I didn’t understand ,improve explanations
1162,Box_int,,no comment
1163,Box_int,,no comment
1164,Box_int,,no comment
